id,canonical_slug,name,developer,model,created,description,context_length,architecture_input_modalities,architecture_output_modalities,architecture_tokenizer,architecture_instruct_type,pricing_prompt,pricing_completion,pricing_request,pricing_image,pricing_web_search,pricing_internal_reasoning,pricing_input_cache_read,pricing_input_cache_write,top_provider_context_length,top_provider_max_completion_tokens,top_provider_is_moderated,supported_parameters,default_parameters,expiration_date,knowledge_cutoff,links,per_request_limits,supported_voices,hugging_face_id,benchmarks_design_arena
"stepfun/step-3.7-flash","stepfun/step-3.7-flash-20260528","StepFun: Step 3.7 Flash","StepFun","Step 3.7 Flash","1779985069","Step 3.7 Flash is StepFun's latest high-efficiency multimodal Mixture-of-Experts model. It pairs a 196B-parameter language backbone with a vision encoder for native image and video understanding; activating roughly 11B parameters...","256000","text|image|video","text","Other","","0.0000002","0.00000115","","","","","0.00000004","","256000","256000","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/stepfun/step-3.7-flash-20260528/endpoints""}","null","null","stepfun-ai/Step-3.7-Flash","models/3d:elo=1197,wr=43,rank=48|models/asciiart:elo=1219,wr=50.9,rank=16|models/codecategories:elo=1217,wr=45.5,rank=45|models/dataviz:elo=1213,wr=46.8,rank=43|models/gamedev:elo=1205,wr=41.3,rank=46|models/svg:elo=1124,wr=39.7,rank=50|models/uicomponent:elo=1211,wr=44.3,rank=45|models/website:elo=1225,wr=47.1,rank=44"
"anthropic/claude-opus-4.8-fast","anthropic/claude-4.8-opus-fast-20260528","Anthropic: Claude Opus 4.8 (Fast)","Anthropic","Claude Opus 4.8 (Fast)","1779913703","Fast-mode variant of [Opus 4.8](/anthropic/claude-opus-4.8) - identical capabilities with higher output speed at 2x pricing relative to regular Opus 4.8.  Learn more in Anthropic's docs: https://platform.claude.com/docs/en/build-with-claude/fast-mode","1000000","text|image|file","text","Claude","","0.00001","0.00005","","","0.01","","0.000001","0.0000125","1000000","128000","true","include_reasoning|max_tokens|reasoning|response_format|stop|structured_outputs|tool_choice|tools|verbosity","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/anthropic/claude-4.8-opus-fast-20260528/endpoints""}","null","null","",""
"anthropic/claude-opus-4.8","anthropic/claude-4.8-opus-20260528","Anthropic: Claude Opus 4.8","Anthropic","Claude Opus 4.8","1779905091","Claude Opus 4.8 is Anthropic's most capable generally available model in the Opus family. It supports text; image; and file inputs with text output; with reasoning support and a 1M-token...","1000000","text|image|file","text","Claude","","0.000005","0.000025","","","0.01","","0.0000005","0.00000625","1000000","128000","","include_reasoning|max_completion_tokens|max_tokens|reasoning|response_format|stop|structured_outputs|temperature|tool_choice|tools|verbosity","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/anthropic/claude-4.8-opus-20260528/endpoints""}","null","null","","agents/agenticgamedev:elo=1255,wr=62,rank=2|agents/agentichtmlslides:elo=1227,wr=55.6,rank=4|agents/agenticslides:elo=1294,wr=64.8,rank=2|agents/agenticslides(html):elo=1230,wr=56,rank=4|agents/agenticslides(python-pptx):elo=1310,wr=68.9,rank=2|agents/androidnative:elo=1346,wr=68,rank=1|agents/fullstack:elo=1319,wr=65.4,rank=2|agents/htmlslides:elo=1222,wr=55.5,rank=4|agents/mobileapps:elo=1283,wr=59.4,rank=1|agents/pptxslides:elo=1306,wr=67.9,rank=2|agents/python-pptxslides:elo=1298,wr=65.9,rank=2|agents/webapps:elo=1285,wr=54.9,rank=2|models/3d:elo=1289,wr=56.2,rank=21|models/asciiart:elo=1304,wr=62.5,rank=7|models/codecategories:elo=1282,wr=54.7,rank=22|models/dataviz:elo=1281,wr=55.6,rank=17|models/gamedev:elo=1301,wr=54.8,rank=15|models/svg:elo=1233,wr=53.6,rank=20|models/uicomponent:elo=1284,wr=54.8,rank=22|models/website:elo=1281,wr=54.7,rank=22"
"nvidia/parakeet-tdt-0.6b-v3","nvidia/parakeet-tdt-0.6b-v3","NVIDIA: Parakeet TDT 0.6B v3","NVIDIA","Parakeet TDT 0.6B v3","1779848335","Parakeet TDT 0.6B v3 is NVIDIA's 600M-parameter multilingual speech-to-text model built on the FastConformer-TDT architecture. Trained on the Granary dataset (670;000+ hours of audio); it supports automatic language detection across...","0","audio","transcription","Other","","0.0015","0","","","","","","","0","","","frequency_penalty|logit_bias|max_tokens|min_p|presence_penalty|repetition_penalty|stop|temperature|top_k|top_p","{}","","","{""details"":""/api/v1/models/nvidia/parakeet-tdt-0.6b-v3/endpoints""}","null","null","",""
"qwen/qwen3.7-max","qwen/qwen3.7-max-20260520","Qwen: Qwen3.7 Max","Qwen","Qwen3.7 Max","1779376861","Qwen3.7-Max is the flagship model in Alibaba's Qwen3.7 series. It supports text input and output and is designed for agent-centric workloads; with particular strengths in coding; office and productivity tasks;...","1000000","text","text","Qwen","","0.00000125","0.00000375","","","","","0.00000025","0.0000015625","1000000","65536","","include_reasoning|logprobs|max_tokens|presence_penalty|reasoning|response_format|seed|structured_outputs|temperature|tool_choice|tools|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/qwen/qwen3.7-max-20260520/endpoints""}","null","null","","agents/agenticgamedev:elo=1168,wr=48.5,rank=8|agents/androidnative:elo=1188,wr=46.5,rank=14|agents/fullstack:elo=1222,wr=48.1,rank=10|agents/mobileapps:elo=1208,wr=47.2,rank=13|agents/webapps:elo=1269,wr=52,rank=4|models/3d:elo=1324,wr=59.5,rank=8|models/asciiart:elo=1253,wr=53.2,rank=9|models/codecategories:elo=1311,wr=57.3,rank=11|models/dataviz:elo=1287,wr=55.6,rank=13|models/gamedev:elo=1323,wr=58.7,rank=11|models/svg:elo=1276,wr=60.1,rank=8|models/uicomponent:elo=1331,wr=59.9,rank=6|models/website:elo=1302,wr=56.3,rank=14"
"x-ai/grok-build-0.1","x-ai/grok-build-0.1-20260520","xAI: Grok Build 0.1","xAI","Grok Build 0.1","1779298123","Grok Build 0.1 is xAI’s fast coding model trained specifically for agentic software engineering workflows. It supports text and image inputs with text output; and is optimized for interactive coding...","256000","text|image","text","Grok","","0.000001","0.000002","","","0.005","","0.0000002","","256000","","","frequency_penalty|include_reasoning|logprobs|max_tokens|presence_penalty|reasoning|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/x-ai/grok-build-0.1-20260520/endpoints""}","null","null","",""
"google/gemini-embedding-2","google/gemini-embedding-2","Google: Gemini Embedding 2","Google","Gemini Embedding 2","1779290135","Gemini Embedding 2 is Google's first multimodal embedding model. We currently support mapping text and images into a unified vector space for semantic search and retrieval-augmented generation (RAG). It supports...","8192","text|image|file|audio|video","embeddings","Gemini","","0.0000002","0","","0.00000045","","","","","8192","","","max_tokens|response_format|seed|temperature|top_p","{}","","","{""details"":""/api/v1/models/google/gemini-embedding-2/endpoints""}","null","null","",""
"google/gemini-3.5-flash","google/gemini-3.5-flash-20260519","Google: Gemini 3.5 Flash","Google","Gemini 3.5 Flash","1779193800","Gemini 3.5 Flash is Google's high-efficiency multimodal model; bringing near-Pro level coding and reasoning at Flash-tier cost and speed. It is highly optimized for coding proficiency and parallel agentic execution...","1048576","text|image|video|file|audio","text","Gemini","","0.0000015","0.000009","","0.0000015","0.014","0.000009","0.00000015","0.00000008333333333333334","1048576","65536","","include_reasoning|max_tokens|reasoning|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","2025-01-01","{""details"":""/api/v1/models/google/gemini-3.5-flash-20260519/endpoints""}","null","null","","agents/agenticgamedev:elo=1210,wr=55,rank=3|agents/agentichtmlslides:elo=1162,wr=45.8,rank=7|agents/agenticslides:elo=1244,wr=57.5,rank=4|agents/agenticslides(html):elo=1162,wr=45.7,rank=7|agents/agenticslides(python-pptx):elo=1242,wr=57.8,rank=3|agents/androidnative:elo=1255,wr=54.2,rank=5|agents/fullstack:elo=1265,wr=58,rank=6|agents/htmlslides:elo=1182,wr=49,rank=9|agents/mobileapps:elo=1256,wr=56.5,rank=3|agents/pptxslides:elo=1244,wr=57.7,rank=3|agents/python-pptxslides:elo=1247,wr=57.4,rank=4|agents/webapps:elo=1265,wr=54.3,rank=6|models/3d:elo=1313,wr=60.2,rank=14|models/asciiart:elo=1310,wr=62,rank=4|models/codecategories:elo=1305,wr=58.2,rank=13|models/dataviz:elo=1265,wr=54.6,rank=24|models/gamedev:elo=1330,wr=59.3,rank=9|models/svg:elo=1307,wr=62.9,rank=3|models/uicomponent:elo=1310,wr=59.2,rank=12|models/website:elo=1298,wr=57.2,rank=15"
"x-ai/grok-imagine-video","x-ai/grok-imagine-video-20260512","xAI: Grok Imagine Video","xAI","Grok Imagine Video","1779117586","Grok Imagine Video is xAI's fast; text-; image-; and reference-conditioned video generation model. It produces short videos (1–15 seconds; 24 fps) at 480p or 720p across seven aspect ratios -...","0","text|image","video","Grok","","0","0","","","","","","","0","","","frequency_penalty|logprobs|max_tokens|presence_penalty|response_format|seed|stop|temperature|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/x-ai/grok-imagine-video-20260512/endpoints""}","null","null","",""
"x-ai/grok-imagine-image-quality","x-ai/grok-imagine-image-quality-20260512","xAI: Grok Imagine Image Quality","xAI","Grok Imagine Image Quality","1779117584","Grok Imagine Image Quality is xAI's fast; high-fidelity image generation and editing model. It accepts text prompts and optional reference images; producing photorealistic outputs at 1K or 2K across a...","65536","text|image","image","Grok","","0","0","","0.01","","","","","65536","","","frequency_penalty|logprobs|max_tokens|presence_penalty|response_format|seed|stop|temperature|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/x-ai/grok-imagine-image-quality-20260512/endpoints""}","null","null","",""
"mistralai/voxtral-mini-transcribe","mistralai/voxtral-mini-transcribe-2602","Mistral: Voxtral Mini Transcribe","Mistral","Voxtral Mini Transcribe","1778877024","Voxtral Mini Transcribe is Mistral's speech-to-text model; derived from the Voxtral Mini family. It accepts audio input and returns transcribed text via the standard transcription API. Suited for transcribing meetings;...","0","audio","transcription","Mistral","","0.003","0","","","","","","","0","","","frequency_penalty|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|top_p","{}","","","{""details"":""/api/v1/models/mistralai/voxtral-mini-transcribe-2602/endpoints""}","null","null","",""
"x-ai/grok-voice-tts-1.0","x-ai/grok-voice-tts-1.0","xAI: Grok Voice TTS 1.0","xAI","Grok Voice TTS 1.0","1778805456","Grok Voice TTS 1.0 is a text-to-speech model from xAI. It converts text into spoken audio across 20+ languages with automatic language detection; and offers five built-in voices (Eve; Ara;...","15000","text","speech","Grok","","0.000015","0","","","","","","","15000","","","frequency_penalty|logprobs|max_tokens|presence_penalty|response_format|seed|stop|temperature|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/x-ai/grok-voice-tts-1.0/endpoints""}","null","[""eve"";""ara"";""rex"";""sal"";""leo""]","",""
"qwen/qwen3-asr-flash-2026-02-10","qwen/qwen3-asr-flash-2026-02-10","Qwen: Qwen3 ASR Flash","Qwen","Qwen3 ASR Flash","1778732776","Qwen3-ASR-Flash is Alibaba's automatic speech recognition service; built on the Qwen3-Omni foundation and trained on tens of millions of hours of multimodal speech data. The model handles 11 languages —...","0","audio","transcription","Qwen3","","0.000035","0","","","","","","","0","","","max_tokens|presence_penalty|response_format|seed|temperature|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/qwen/qwen3-asr-flash-2026-02-10/endpoints""}","null","null","",""
"recraft/recraft-v4.1-pro-vector","recraft/recraft-v4.1-pro-vector-20260514","Recraft: Recraft V4.1 Pro Vector","Recraft","Recraft V4.1 Pro Vector","1778707395","Recraft V4.1 Pro Vector is the vector (SVG) variant of Recraft V4.1 Pro; tuned for high aesthetics. It supports text and image inputs and produces higher-resolution SVG image output across...","65536","text|image","image","Other","","0","0","","","","","","","65536","","","","{}","","","{""details"":""/api/v1/models/recraft/recraft-v4.1-pro-vector-20260514/endpoints""}","null","null","",""
"recraft/recraft-v4.1-vector","recraft/recraft-v4.1-vector-20260514","Recraft: Recraft V4.1 Vector","Recraft","Recraft V4.1 Vector","1778707392","Recraft V4.1 Vector is the vector (SVG) variant of Recraft V4.1; tuned for high aesthetics. It supports text and image inputs and produces SVG image output across multiple aspect ratios;...","65536","text|image","image","Other","","0","0","","","","","","","65536","","","","{}","","","{""details"":""/api/v1/models/recraft/recraft-v4.1-vector-20260514/endpoints""}","null","null","",""
"recraft/recraft-v4.1-utility-pro","recraft/recraft-v4.1-utility-pro-20260514","Recraft: Recraft V4.1 Utility Pro","Recraft","Recraft V4.1 Utility Pro","1778707389","Recraft V4.1 Utility Pro is a general-purpose image generation model from Recraft. It supports text and image inputs with image output at ~2K resolution across multiple aspect ratios — double...","65536","text|image","image","Other","","0","0","","","","","","","65536","","","","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/recraft/recraft-v4.1-utility-pro-20260514/endpoints""}","null","null","",""
"recraft/recraft-v4.1-utility","recraft/recraft-v4.1-utility-20260514","Recraft: Recraft V4.1 Utility","Recraft","Recraft V4.1 Utility","1778707387","Recraft V4.1 Utility is a general-purpose image generation model from Recraft. It supports text and image inputs with image output at ~1K resolution across multiple aspect ratios; with typical generation...","65536","text|image","image","Other","","0","0","","","","","","","65536","","","","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/recraft/recraft-v4.1-utility-20260514/endpoints""}","null","null","",""
"recraft/recraft-v4.1-pro","recraft/recraft-v4.1-pro-20260514","Recraft: Recraft V4.1 Pro","Recraft","Recraft V4.1 Pro","1778707384","Recraft V4.1 Pro is an image generation model from Recraft tuned for high aesthetics. It supports text and image inputs with image output at ~2K resolution across multiple aspect ratios...","65536","text|image","image","Other","","0","0","","","","","","","65536","","","","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/recraft/recraft-v4.1-pro-20260514/endpoints""}","null","null","",""
"recraft/recraft-v4.1","recraft/recraft-v4.1-20260514","Recraft: Recraft V4.1","Recraft","Recraft V4.1","1778707381","Recraft V4.1 is an image generation model from Recraft tuned for high aesthetics. It supports text and image inputs with image output at ~1K resolution across multiple aspect ratios; with...","65536","text|image","image","Other","","0","0","","","","","","","65536","","","","{}","","","{""details"":""/api/v1/models/recraft/recraft-v4.1-20260514/endpoints""}","null","null","",""
